Index,Global_active_power KW,Sub_metering_1 J,Sub_metering_2 J,Sub_metering_3 J
3609,0.26,0,0,0
3610,0.244,0,0,0
3611,0.264,0,0,0
3612,0.316,0,0,0
3613,0.374,0,1,0
3614,0.35,0,0,0
3615,0.368,0,0,0
3616,0.34,0,0,0
3617,0.356,0,0,0
3618,0.336,0,0,0
3619,0.422,0,1,0
3620,0.408,0,0,0
3621,0.426,0,0,0
3622,0.408,0,0,0
3623,0.424,0,0,0
3624,0.406,0,0,0
3625,0.358,0,1,0
3626,0.316,0,0,0
3627,0.308,0,0,0
3628,0.264,0,0,0
3629,0.248,0,0,0
3630,0.264,0,1,0
3631,0.242,0,0,0
3632,0.26,0,0,0
3633,0.24,0,0,0
3634,0.26,0,0,0
3635,0.24,0,0,0
3636,0.26,0,1,0
3637,0.244,0,0,0
3638,0.264,0,0,0
3639,0.246,0,0,0
3640,0.264,0,0,0
3641,0.244,0,0,0
3642,0.262,0,0,0
3643,0.244,0,0,0
3644,0.264,0,1,0
3645,0.244,0,0,0
3646,0.262,0,0,0
3647,0.242,0,0,0
3648,0.262,0,0,0
3649,0.244,0,0,0
3650,0.262,0,1,0
3651,0.37,0,0,0
3652,0.372,0,0,0
3653,0.348,0,0,0
3654,0.366,0,0,0
3655,0.346,0,0,0
3656,0.364,0,1,0
3657,0.348,0,0,0
3658,0.352,0,0,0
3659,0.354,0,0,0
3660,0.402,0,1,0
3661,0.436,0,2,0
3662,0.416,0,1,0
3663,0.434,0,2,0
3664,0.408,0,2,0
3665,0.418,0,1,0
3666,0.4,0,2,0
3667,0.42,0,1,0
3668,0.4,0,2,0
3669,0.418,0,2,0
3670,0.396,0,1,0
3671,0.412,0,2,0
3672,0.354,0,1,0
3673,0.338,0,2,0
3674,0.318,0,1,0
3675,0.336,0,2,0
3676,0.32,0,1,0
3677,0.34,0,2,0
3678,0.32,0,1,0
3679,0.338,0,1,0
3680,0.316,0,2,0
3681,0.328,0,1,0
3682,0.31,0,2,0
3683,0.428,0,1,0
3684,1.484,0,1,0
3685,5.244,0,0,0
3686,4.856,0,0,0
3687,4.862,0,1,0
3688,2.636,0,0,0
3689,1.344,0,0,0
3690,1.402,0,0,0
3691,1.396,0,0,0
3692,2.35,0,0,0
3693,2.516,0,0,0
3694,1.234,0,0,0
3695,1.31,0,0,0
3696,1.372,0,0,0
3697,1.37,0,0,0
3698,0.782,0,0,0
3699,0.784,0,0,0
3700,0.764,0,0,0
3701,0.772,0,0,0
3702,0.658,0,0,0
3703,0.566,0,0,0
3704,0.652,0,0,0
3705,0.634,0,0,0
3706,0.636,0,0,0
3707,0.636,0,0,0
3708,0.638,0,0,0
3709,0.634,0,0,0
3710,0.634,0,0,0
3711,0.628,0,0,0
3712,0.646,0,0,0
3713,0.584,0,0,0
3714,0.582,0,0,0
3715,0.576,0,0,0
3716,0.566,0,0,0
3717,0.562,0,0,0
3718,0.572,0,0,0
3719,0.564,0,0,0
3720,0.578,0,0,0
3721,0.588,0,0,0
3722,0.592,0,0,0
3723,0.582,0,0,0
3724,0.614,0,0,0
3725,0.648,0,0,0
3726,0.648,0,0,0
3727,1.3,0,0,0
3728,1.976,0,0,0
3729,1.922,0,0,0
3730,1.648,0,0,0
3731,2.586,0,0,10
3732,3.068,0,0,18
3733,3.05,0,0,18
3734,3.032,0,0,18
3735,3.052,0,0,18
3736,3.21,0,0,17
3737,3.194,0,0,18
3738,3.104,0,0,17
3739,3.288,0,0,18
3740,3.284,0,0,17
3741,3.408,0,0,17
3742,3.594,0,0,18
3743,3.518,0,0,17
3744,2.99,0,0,17
3745,3.278,0,0,18
3746,4.034,0,0,17
3747,3.022,0,0,17
3748,2.924,0,0,17
3749,3.074,0,0,17
3750,2.92,0,0,17
3751,2.876,0,0,18
3752,2.884,0,0,17
3753,2.85,0,0,17
3754,2.83,0,0,17
3755,2.808,0,0,17
3756,2.724,0,0,17
3757,2.914,0,0,17
3758,3.108,0,0,18
3759,3.138,0,0,17
3760,3.084,0,0,17
3761,1.932,0,1,17
3762,2.306,0,7,17
3763,3.962,0,37,17
3764,3.948,0,37,17
3765,4.214,0,37,17
3766,4.32,0,36,16
3767,4.308,0,37,17
3768,4.266,0,36,17
3769,4.348,0,37,17
3770,4.352,0,38,16
3771,4.358,0,37,17
3772,4.372,0,37,17
3773,4.286,0,37,18
3774,3.848,0,35,17
3775,1.96,0,1,17
3776,1.976,0,1,18
3777,2.508,0,9,17
3778,1.936,0,1,18
3779,1.864,0,1,17
3780,1.816,0,1,18
3781,1.848,0,1,17
3782,1.898,0,1,17
3783,2.02,0,1,18
3784,1.872,0,2,17
3785,1.834,0,0,18
3786,1.796,0,1,17
3787,1.828,0,1,17
3788,1.58,0,1,18
3789,1.566,0,1,17
3790,1.408,0,1,17
3791,1.818,0,1,18
3792,1.724,0,5,17
3793,1.648,0,5,18
3794,1.726,1,5,18
3795,1.73,1,5,18
3796,3.864,34,5,17
3797,3.94,37,1,17
3798,4.04,38,3,17
3799,5.808,37,33,17
3800,5.354,37,34,17
3801,5.47,38,31,17
3802,5.536,37,36,16
3803,6.662,37,49,17
3804,7.828,36,72,17
3805,7.84,36,71,16
3806,7.818,37,71,17
3807,7.816,36,71,16
3808,6.498,15,73,17
3809,5.768,0,72,17
3810,5.774,2,72,17
3811,6.964,20,71,16
3812,7.746,37,71,17
3813,6.78,21,71,16
3814,5.814,0,73,17
3815,4.978,1,61,17
3816,5.024,23,36,18
3817,5.994,38,38,17
3818,5.828,37,39,17
3819,5.68,37,37,17
3820,5.494,37,34,17
3821,4.674,38,18,17
3822,5.698,37,37,17
3823,5.668,37,36,17
3824,3.542,16,25,17
3825,2.944,0,26,17
3826,3.492,0,36,18
3827,2.944,1,28,17
3828,2.064,0,22,8
3829,2.514,0,36,0
3830,2.242,0,34,0
3831,1.492,0,18,0
3832,2.642,0,38,0
3833,2.53,0,38,0
3834,1.77,0,23,0
3835,2.642,0,39,0
3836,2.732,0,42,0
3837,1.112,0,13,0
3838,2.3,0,33,0
3839,1.864,0,27,0
3840,2.018,0,31,0
3841,1.182,0,15,0
3842,2.494,0,36,0
3843,1.412,0,20,0
3844,0.676,0,4,0
3845,0.848,0,10,0
3846,0.546,0,3,0
3847,0.506,0,3,0
3848,0.55,0,4,0
3849,0.514,0,3,0
3850,0.54,0,4,0
3851,0.514,0,3,0
3852,0.524,0,3,0
3853,0.428,0,2,0
3854,0.33,0,0,0
3855,0.35,0,0,0
3856,0.268,0,0,0
3857,0.246,0,1,0
3858,0.226,0,0,0
3859,0.252,0,0,0
3860,0.232,0,0,0
3861,0.25,0,0,0
3862,0.23,0,0,0
3863,0.244,0,1,0
3864,0.228,0,0,0
3865,0.25,0,0,0
3866,0.238,0,0,0
3867,0.302,0,0,0
3868,0.32,0,1,0
3869,0.302,0,0,0
3870,0.326,0,0,0
3871,0.308,0,0,0
3872,0.326,0,0,0
3873,0.302,0,0,0
3874,0.316,0,1,0
3875,0.298,0,0,0
3876,0.308,0,0,0
3877,0.222,0,0,0
3878,0.244,0,0,0
3879,0.23,0,0,0
3880,0.324,0,1,0
3881,0.332,0,0,0
3882,0.344,0,0,0
3883,0.324,0,0,0
3884,0.34,0,0,0
3885,0.316,0,0,0
3886,0.332,0,1,0
3887,0.312,0,0,0
3888,0.33,0,0,0
3889,0.316,0,0,0
3890,0.334,0,0,0
3891,0.316,0,0,0
3892,0.338,0,0,0
3893,0.32,0,0,0
3894,0.302,0,1,0
3895,0.222,0,0,0
3896,0.242,0,0,0
3897,0.234,0,0,0
3898,0.23,0,0,0
3899,0.244,0,1,0
3900,0.224,0,0,0
3901,0.244,0,0,0
3902,0.224,0,0,0
3903,0.244,0,0,0
3904,0.226,0,0,0
3905,0.244,0,1,0
3906,0.316,0,0,0
3907,0.41,0,1,0
3908,0.392,0,2,0
3909,0.408,0,2,0
3910,0.39,0,1,0
3911,0.41,0,2,0
3912,0.386,0,1,0
3913,0.598,0,5,0
3914,0.58,0,5,0
3915,0.546,0,5,0
3916,0.51,0,5,0
3917,0.524,0,5,0
3918,0.56,0,5,0
3919,0.63,0,5,0
3920,0.612,0,4,0
3921,0.422,0,2,0
3922,1.492,0,2,0
3923,1.224,0,1,0
3924,0.566,0,2,0
3925,0.566,0,1,0
3926,0.586,0,2,0
3927,0.566,0,1,0
3928,0.584,0,1,0
3929,0.566,0,2,0
3930,0.56,0,1,0
3931,0.55,0,1,0
3932,0.458,0,0,0
3933,0.394,0,0,0
3934,0.392,0,0,0
3935,0.4,0,0,0
3936,1.476,0,16,0
3937,2.41,0,37,0
3938,1.942,0,29,0
3939,2.452,0,37,0
3940,1.93,0,29,0
3941,3.734,0,56,0
3942,4.602,0,73,0
3943,4.698,0,73,0
3944,4.702,0,73,0
3945,4.702,0,73,0
3946,4.66,0,73,0
3947,4.618,0,72,0
3948,4.668,0,73,0
3949,4.542,0,72,0
3950,1.696,0,25,0
3951,1.872,0,26,0
3952,2.404,0,36,0
3953,2.226,0,34,0
3954,1.246,0,17,0
3955,2.412,0,36,0
3956,1.852,0,28,0
3957,1.808,0,24,0
3958,2.564,0,37,0
3959,1.558,0,22,0
3960,2.158,0,30,0
3961,2.308,0,34,0
3962,1.364,0,18,0
3963,2.56,0,36,0
3964,1.798,0,26,0
3965,1.95,0,27,0
3966,2.4,0,36,0
3967,1.596,0,21,0
3968,2.692,0,39,0
3969,1.838,0,27,0
3970,2.25,0,32,0
3971,2.072,0,32,0
3972,1.488,0,20,0
3973,2.392,0,37,0
3974,1.342,0,20,0
3975,2.088,0,30,0
3976,1.644,0,25,0
3977,1.78,0,25,0
3978,1.876,0,29,0
3979,1.536,0,21,0
3980,2.38,0,36,0
3981,1.268,0,19,0
3982,2.162,0,32,0
3983,1.766,0,25,0
3984,1.828,0,25,0
3985,2.162,0,32,0
3986,1.436,0,19,0
3987,2.484,0,36,0
3988,1.368,0,19,0
3989,2.216,0,32,0
3990,1.636,0,23,0
3991,1.848,0,25,0
3992,1.894,0,29,0
3993,1.492,0,22,0
3994,1.516,0,20,0
3995,2.302,0,35,0
3996,1.11,0,12,0
3997,2.488,0,36,0
3998,1.324,0,18,0
3999,2.056,0,28,0
4000,1.438,0,21,0
4001,0.61,0,5,0
4002,0.566,0,5,0
4003,0.606,0,5,0
4004,0.578,0,4,0
4005,0.586,0,5,0
4006,0.572,0,5,0
4007,0.586,0,5,0
4008,0.484,0,3,0
4009,0.296,0,2,0
4010,0.314,0,2,0
4011,0.29,0,1,0
4012,0.308,0,2,0
4013,0.288,0,1,0
4014,0.304,0,2,0
4015,0.284,0,1,0
4016,0.302,0,2,0
4017,0.282,0,1,0
4018,0.302,0,2,0
4019,0.282,0,1,0
4020,0.3,0,2,0
4021,0.284,0,1,0
4022,0.382,0,2,0
4023,0.378,0,1,0
4024,0.362,0,1,0
4025,0.38,0,2,0
4026,0.352,0,1,0
4027,0.368,0,2,0
4028,0.34,0,1,0
4029,0.294,0,0,0
4030,0.252,0,0,0
4031,0.22,0,1,0
4032,0.202,0,0,0
4033,0.284,0,0,0
4034,0.314,0,0,0
4035,0.33,0,0,0
4036,0.308,0,0,0
4037,0.33,0,1,0
4038,0.314,0,0,0
4039,0.332,0,0,0
4040,0.304,0,0,0
4041,0.32,0,0,0
4042,0.3,0,0,0
4043,0.32,0,1,0
4044,0.3,0,0,0
4045,0.32,0,0,0
4046,0.3,0,0,0
4047,0.246,0,0,0
4048,0.204,0,0,0
4049,0.224,0,1,0
4050,0.206,0,0,0
4051,0.224,0,0,0
4052,0.216,0,0,0
4053,0.224,0,0,0
4054,0.232,0,0,0
4055,0.204,0,0,0
4056,0.224,0,1,0
4057,0.206,0,0,0
4058,0.224,0,0,0
4059,0.204,0,0,0
4060,0.224,0,0,0
4061,0.25,0,0,0
4062,0.3,0,1,0
4063,0.28,0,0,0
4064,0.298,0,0,0
4065,0.278,0,0,0
4066,0.296,0,0,0
4067,0.278,0,0,0
4068,0.498,0,4,0
4069,0.484,0,3,0
4070,0.436,0,4,0
4071,0.43,0,3,0
4072,0.534,0,4,0
4073,0.526,0,4,0
4074,0.53,0,3,0
4075,0.518,0,4,0
4076,0.326,0,0,0
4077,0.322,0,0,0
4078,0.308,0,1,0
4079,0.322,0,0,0
4080,0.302,0,0,0
4081,0.318,0,0,0
4082,0.304,0,0,0
4083,0.326,0,1,0
4084,0.306,0,0,0
4085,0.284,0,0,0
4086,0.204,0,0,0
4087,0.222,0,0,0
4088,0.202,0,0,0
4089,0.22,0,0,0
4090,0.202,0,0,0
4091,0.222,0,1,0
4092,0.202,0,0,0
4093,0.222,0,0,0
4094,0.202,0,0,0
4095,0.222,0,0,0
4096,0.204,0,0,0
4097,0.224,0,1,0
4098,0.208,0,0,0
4099,0.23,0,0,0
4100,0.208,0,0,0
4101,0.268,0,0,0
4102,0.28,0,0,0
4103,0.3,0,1,0
4104,0.282,0,0,0
4105,0.304,0,0,0
4106,0.294,0,0,0
4107,0.296,0,0,0
4108,0.3,0,0,0
4109,0.282,0,1,0
4110,0.358,0,0,0
4111,0.318,0,0,0
4112,0.334,0,0,0
4113,0.318,0,0,0
4114,0.338,0,1,0
4115,0.316,0,0,0
4116,0.334,0,0,0
4117,0.314,0,0,0
4118,0.326,0,0,0
4119,0.308,0,0,0
4120,0.324,0,1,0
4121,0.344,0,0,0
4122,0.408,0,2,0
4123,0.372,0,1,0
4124,0.314,0,2,0
4125,0.294,0,2,0
4126,0.314,0,2,0
4127,0.298,0,1,0
4128,0.322,0,2,0
4129,0.302,0,1,0
4130,0.32,0,2,0
4131,0.3,0,2,0
4132,0.318,0,1,0
4133,0.298,0,2,0
4134,0.316,0,1,0
4135,0.29,0,2,0
4136,0.308,0,1,0
4137,0.296,0,2,0
4138,0.296,0,1,0
4139,0.306,0,2,0
4140,0.286,0,1,0
4141,0.304,0,2,0
4142,0.37,0,1,0
4143,0.388,0,2,0
4144,0.368,0,1,0
4145,0.388,0,2,0
4146,0.334,0,1,0
4147,0.312,0,0,0
4148,0.372,0,0,0
4149,0.422,0,0,0
4150,0.376,0,0,0
4151,0.336,0,0,0
4152,0.314,0,0,0
4153,0.332,0,1,0
4154,0.308,0,0,0
4155,0.326,0,0,0
4156,0.306,0,0,0
4157,0.326,0,0,0
4158,0.312,0,0,0
4159,0.334,0,1,0
4160,0.312,0,0,0
4161,0.334,0,0,0
4162,0.238,0,0,0
4163,0.236,0,0,0
4164,0.216,0,0,0
4165,0.228,0,1,0
4166,0.21,0,0,0
4167,0.23,0,0,0
4168,0.224,0,0,0
4169,0.218,0,0,0
4170,0.232,0,1,0
4171,0.212,0,0,0
4172,0.232,0,0,0
4173,0.218,0,0,0
4174,0.236,0,0,0
4175,0.216,0,0,0
4176,0.234,0,1,0
4177,0.216,0,0,0
4178,0.236,0,0,0
4179,0.21,0,0,0
4180,0.228,0,0,0
4181,0.21,0,0,0
4182,0.284,0,1,0
4183,0.286,0,0,0
4184,0.308,0,0,0
4185,0.29,0,0,0
4186,0.354,0,0,0
4187,0.39,0,0,0
4188,0.408,0,1,0
4189,0.384,0,0,0
4190,0.394,0,0,0
4191,0.312,0,0,0
4192,0.314,0,0,0
4193,0.29,0,0,0
4194,0.308,0,1,0
4195,0.288,0,0,0
4196,0.306,0,0,0
4197,0.29,0,0,0
4198,0.304,0,0,0
4199,0.304,0,0,0
4200,0.256,0,0,0
4201,0.212,0,1,0
4202,0.196,0,0,0
4203,0.22,0,0,0
4204,0.2,0,0,0
4205,0.22,0,0,0
4206,0.2,0,0,0
4207,0.218,0,1,0
4208,0.198,0,0,0
4209,0.212,0,0,0
4210,0.194,0,0,0
4211,0.214,0,0,0
4212,0.196,0,0,0
4213,0.218,0,1,0
4214,0.202,0,0,0
4215,0.216,0,0,0
4216,0.198,0,0,0
4217,0.222,0,0,0
4218,0.208,0,0,0
4219,0.23,0,1,0
4220,0.21,0,0,0
4221,0.23,0,0,0
4222,0.252,0,0,0
4223,0.406,0,0,0
4224,0.39,0,0,0
4225,0.522,0,1,0
4226,0.426,0,0,0
4227,0.398,0,0,0
4228,0.388,0,0,0
4229,0.74,0,0,3
4230,1.53,0,0,19
4231,1.494,0,1,19
4232,1.44,0,0,18
4233,1.406,0,0,18
4234,1.432,0,0,19
4235,1.438,0,0,19
4236,1.436,0,1,18
4237,1.404,0,0,18
4238,1.422,0,0,19
4239,1.314,0,0,18
4240,1.326,0,0,18
4241,1.298,0,0,18
4242,1.302,0,0,18
4243,1.292,0,0,19
4244,1.316,0,1,18
4245,1.296,0,0,18
4246,1.314,0,0,18
4247,1.364,0,1,18
4248,1.402,0,2,18
4249,1.386,0,2,18
4250,1.41,0,1,19
4251,1.374,0,2,18
4252,1.392,0,1,18
4253,1.376,0,2,18
4254,1.4,0,2,18
4255,1.37,0,1,18
4256,1.378,0,2,18
4257,1.35,0,1,17
4258,1.374,0,2,18
4259,1.368,0,1,18
4260,1.362,0,2,18
4261,1.37,0,2,18
4262,1.35,0,1,18
4263,1.462,0,2,17
4264,1.532,0,1,18
4265,1.558,0,2,18
4266,1.552,0,1,18
4267,1.572,0,2,18
4268,1.548,0,1,19
4269,1.57,0,1,18
4270,1.546,0,2,18
4271,1.538,0,1,18
4272,1.45,0,0,18
4273,1.416,0,1,18
4274,1.376,0,0,18
4275,1.394,0,0,18
4276,1.38,0,0,18
4277,1.32,0,0,18
4278,1.294,0,0,18
4279,1.36,0,1,18
4280,1.294,0,0,18
4281,1.376,0,0,18
4282,1.354,0,0,18
4283,1.324,0,0,19
4284,1.306,0,0,18
4285,1.31,0,1,18
4286,1.29,0,0,18
4287,1.306,0,0,18
4288,1.27,0,0,18
4289,1.298,0,0,18
4290,1.28,0,0,18
4291,1.276,0,0,17
4292,1.302,0,1,18
4293,1.292,0,0,18
4294,1.306,0,0,18
4295,1.282,0,0,18
4296,1.284,0,0,18
4297,1.268,0,0,18
4298,1.292,0,1,17
4299,1.274,0,0,18
4300,1.292,0,0,18
4301,1.314,0,0,18
4302,1.384,0,0,17
4303,1.358,0,0,18
4304,1.374,0,1,17
4305,1.394,0,0,18
4306,1.426,0,0,17
4307,1.424,0,0,18
4308,1.552,0,0,17
4309,1.544,0,0,18
4310,1.55,0,1,17
4311,1.53,0,0,18
4312,1.54,0,0,17
4313,1.512,0,0,18
4314,1.504,0,0,17
4315,1.53,0,0,18
4316,1.692,0,1,17
4317,1.448,0,0,18
4318,1.504,0,0,17
4319,1.622,0,0,18
4320,1.612,0,0,18
4321,1.446,0,0,17
4322,1.432,0,1,18
4323,1.446,0,0,17
4324,1.422,0,0,18
4325,1.436,0,0,17
4326,1.562,0,0,18
4327,1.56,0,1,17
4328,1.692,0,0,18
4329,1.988,0,0,17
4330,2.274,0,0,18
4331,2.292,0,0,17
4332,2.268,0,0,18
4333,2.294,0,0,17
4334,2.264,0,0,18
4335,2.276,0,1,17
4336,2.258,0,0,17
4337,2.276,0,0,18
4338,2.264,0,0,17
4339,2.332,0,0,17
4340,2.276,0,0,18
4341,2.112,0,1,17
4342,2.1,0,0,17
4343,2.146,0,0,18
4344,2.09,0,0,17
4345,3.036,0,0,18
4346,3.588,0,0,17
4347,3.704,0,1,17
4348,3.628,0,0,17
4349,3.628,0,0,17
4350,3.624,0,0,17
4351,3.726,0,0,17
4352,3.762,0,0,18
4353,3.996,0,1,17
4354,3.798,0,0,17
4355,3.904,0,0,17
4356,3.85,0,0,17
4357,2.36,0,0,17
4358,2.306,0,1,18
4359,2.292,0,0,17
4360,2.322,0,0,18
4361,2.352,0,0,17
4362,2.448,0,0,18
4363,2.502,0,0,17
4364,2.368,0,0,18
4365,2.542,0,0,17
4366,2.814,0,1,17
4367,2.822,0,0,18
4368,2.918,0,0,17
4369,2.638,0,0,17
4370,2.744,0,0,17
4371,2.734,0,0,17
4372,2.764,0,1,18
4373,2.656,0,0,17
4374,2.694,0,0,17
4375,3.696,0,0,17
4376,2.948,0,2,18
4377,2.654,0,1,17
4378,2.364,0,2,17
4379,2.248,0,1,17
4380,2.068,0,2,17
4381,1.612,0,1,18
4382,1.988,0,2,17
4383,1.872,0,2,17
4384,1.818,0,1,17
4385,1.842,0,2,18
4386,2.242,0,1,17
4387,2.294,0,2,18
4388,2.282,0,1,17
4389,2.138,0,2,17
4390,2.126,0,1,18
4391,2.112,0,2,17
4392,2.034,0,1,18
4393,2.04,0,2,17
4394,2.004,0,1,18
4395,2.088,0,2,17
4396,2.11,0,1,17
4397,1.944,0,2,17
4398,1.92,0,1,17
4399,1.928,0,2,17
4400,1.93,0,1,18
4401,1.906,0,1,17
4402,1.802,0,0,17
4403,1.824,0,0,18
4404,1.844,0,0,17
4405,1.85,0,0,17
4406,1.836,0,0,17
4407,1.854,0,1,18
4408,1.828,0,0,17
4409,1.848,0,0,17
4410,1.836,0,0,17
4411,1.854,0,0,17
4412,1.854,0,0,17
4413,1.834,0,1,18
4414,1.886,0,0,17
4415,1.862,0,0,18
4416,1.986,0,0,17
4417,1.97,0,0,17
4418,1.97,0,0,18
4419,1.952,0,0,17
4420,1.99,0,1,18
4421,2.046,0,0,17
4422,1.956,0,0,17
4423,1.842,0,0,18
4424,2.38,0,0,17
4425,2.072,0,0,18
4426,2.054,0,1,17
4427,1.548,0,0,18
4428,1.476,0,0,17
4429,1.356,0,0,18
4430,1.398,0,0,18
4431,1.354,0,0,18
4432,1.374,0,1,18
4433,1.362,0,0,18
4434,1.35,0,0,18
4435,1.338,0,0,17
4436,1.34,0,0,18
4437,1.368,0,0,18
4438,2.048,0,0,18
4439,2.41,0,0,17
4440,2.218,0,0,18
4441,2.36,0,0,18
4442,2.364,0,0,17
4443,2.36,0,0,18
4444,2.37,0,0,18
4445,2.38,0,0,17
4446,2.356,0,0,18
4447,2.354,0,0,17
4448,2.364,0,0,18
4449,2.368,0,0,18
4450,2.364,0,0,17
4451,2.362,0,0,18
4452,2.374,0,0,18
4453,2.372,0,0,18
4454,2.486,0,0,17
4455,2.498,0,0,18
4456,1.888,0,0,11
4457,1.544,0,0,0
4458,1.528,0,0,0
4459,1.488,0,0,0
4460,1.336,0,0,0
4461,1.34,0,0,0
4462,1.344,0,0,0
4463,1.332,0,0,0
4464,1.336,0,0,0
4465,1.342,0,0,0
4466,1.34,0,0,0
4467,1.344,0,0,0
4468,1.416,0,0,0
4469,1.42,0,0,0
4470,1.28,0,0,0
4471,1.278,0,0,0
4472,1.688,0,0,0
4473,1.948,0,0,0
4474,1.984,0,0,0
4475,2.324,0,0,0
4476,2.122,0,0,0
4477,1.904,0,0,0
4478,2.144,0,0,0
4479,2.166,0,0,0
4480,2.004,0,0,0
4481,1.898,0,0,0
4482,1.626,0,0,0
4483,1.784,0,1,0
4484,3.466,0,37,0
4485,2.922,0,29,0
4486,3.324,0,35,0
4487,2.51,0,32,0
4488,2.714,0,33,0
4489,2.788,0,36,0
4490,3.366,0,37,0
4491,3.532,0,36,0
4492,4.144,0,36,0
4493,4.142,0,35,0
4494,4.186,0,36,0
4495,5.342,0,35,0
4496,5.586,0,35,0
4497,4.166,0,36,0
4498,4.216,0,37,0
4499,3.266,0,25,0
4500,4.258,0,26,0
4501,5.15,0,37,0
4502,4.038,0,32,0
4503,2.76,0,21,0
4504,4.412,0,37,0
4505,4.126,0,35,0
4506,3.322,0,17,0
4507,3.356,0,38,0
4508,3.838,0,30,0
4509,3.182,0,22,0
4510,3.54,0,38,0
4511,2.078,0,24,0
4512,2.49,0,29,0
4513,2.764,0,36,0
4514,1.798,0,18,0
4515,3.004,0,37,0
4516,2.17,0,26,0
4517,2.412,0,28,0
4518,2.75,0,35,0
4519,1.834,0,18,0
4520,2.936,0,38,0
4521,1.992,0,24,0
4522,2.42,0,29,0
4523,2.51,0,32,0
4524,1.904,0,21,0
4525,2.92,0,38,0
4526,1.724,0,20,0
4527,2.686,0,33,0
4528,2.182,0,27,0
4529,2.214,0,26,0
4530,2.712,0,35,0
4531,1.848,0,18,0
4532,2.986,0,37,0
4533,1.958,0,22,0
4534,2.508,0,29,0
4535,2.41,0,29,0
4536,2.044,0,21,0
4537,2.844,0,36,0
4538,1.71,0,17,0
4539,2.792,0,34,0
4540,1.992,0,22,0
4541,2.43,0,28,0
4542,2.354,0,29,0
4543,2.036,0,21,0
4544,2.736,0,36,0
4545,1.6,0,16,0
4546,2.712,0,34,0
4547,1.928,0,23,0
4548,2.3,0,27,0
4549,2.368,0,30,0
4550,1.818,0,19,0
4551,2.796,0,35,0
4552,1.906,0,22,0
4553,2.436,0,28,0
4554,2.472,0,30,0
4555,1.812,0,18,0
4556,2.582,0,33,0
4557,1.096,0,8,0
4558,1.304,0,9,0
4559,2.144,0,24,0
4560,2.3,0,27,0
4561,2.33,0,30,0
4562,0.804,0,4,0
4563,1.52,0,14,0
4564,1.976,0,21,0
4565,2.774,0,37,0
4566,0.964,0,7,0
4567,0.828,0,4,0
4568,0.838,0,3,0
4569,0.932,0,4,0
4570,0.888,0,3,0
4571,0.916,0,3,0
4572,0.884,0,3,0
4573,0.914,0,4,0
4574,0.734,0,1,0
4575,0.704,0,0,0
4576,0.728,0,0,0
4577,0.72,0,0,0
4578,0.716,0,1,0
4579,0.722,0,0,0
4580,0.698,0,0,0
4581,0.72,0,0,0
4582,0.664,0,0,0
4583,0.628,0,0,0
4584,0.616,0,0,0
4585,0.628,0,1,0
4586,0.606,0,0,0
4587,0.622,0,0,0
4588,0.604,0,0,0
4589,0.616,0,0,0
4590,0.602,0,0,0
4591,0.616,0,1,0
4592,0.632,0,0,0
4593,0.7,0,0,0
4594,0.882,0,0,0
4595,1.932,0,0,0
4596,1.446,0,0,0
4597,1.346,0,1,0
4598,0.968,0,0,0
4599,0.986,0,0,0
4600,0.964,0,0,0
4601,1.012,0,0,0
4602,0.994,0,0,0
4603,0.988,0,1,0
4604,0.97,0,0,0
4605,1.102,0,0,0
4606,0.766,0,0,0
4607,0.81,0,0,0
4608,0.802,0,0,0
4609,0.794,0,0,0
4610,0.806,0,1,0
4611,0.786,0,0,0
4612,0.804,0,0,0
4613,0.884,0,2,0
4614,0.884,0,2,0
4615,0.866,0,1,0
4616,0.882,0,2,0
4617,0.86,0,1,0
4618,0.858,0,2,0
4619,0.826,0,1,0
4620,0.81,0,2,0
4621,0.714,0,2,0
4622,0.736,0,1,0
4623,0.716,0,2,0
4624,0.734,0,1,0
4625,0.714,0,2,0
4626,0.728,0,1,0
4627,0.706,0,2,0
4628,0.724,0,1,0
4629,0.698,0,2,0
4630,0.752,0,1,0
4631,0.768,0,1,0
4632,0.618,0,2,0
4633,0.584,0,2,0
4634,0.718,0,5,0
4635,0.716,0,4,0
4636,0.714,0,5,0
4637,0.714,0,5,0
4638,0.686,0,4,0
4639,0.65,0,3,0
4640,0.602,0,3,0
4641,0.524,0,3,0
4642,0.376,0,0,0
4643,0.396,0,0,0
4644,0.372,0,0,0
4645,0.48,0,1,0
4646,0.484,0,0,0
4647,0.498,0,0,0
4648,0.478,0,0,0
4649,0.494,0,0,0
4650,0.478,0,0,0
4651,0.494,0,1,0
4652,0.476,0,0,0
4653,0.498,0,0,0
4654,0.458,0,0,0
4655,0.478,0,0,0
4656,0.456,0,0,0
4657,0.468,0,1,0
4658,0.45,0,0,0
4659,0.39,0,0,0
4660,0.354,0,0,0
4661,0.372,0,0,0
4662,0.362,0,0,0
4663,0.362,0,1,0
4664,0.372,0,0,0
4665,0.354,0,0,0
4666,0.372,0,0,0
4667,0.354,0,0,0
4668,0.398,0,0,0
4669,0.434,0,0,0
4670,0.454,0,1,0
4671,0.386,0,0,0
4672,0.392,0,0,0
4673,0.37,0,0,0
4674,0.386,0,0,0
4675,0.366,0,0,0
4676,0.386,0,1,0
4677,0.368,0,0,0
4678,0.34,0,0,0
4679,0.324,0,0,0
4680,0.382,0,0,0
4681,0.298,0,0,0
