Index,Global_active_power KW,Global_reactive_power KW,Apparent_power_KVA
2767,1.926,0.138,1.930937596091598
2768,2.096,0.22,2.10751417551579
2769,2.054,0.218,2.0655362499844925
2770,1.828,0.228,1.8421639449299838
2771,1.808,0.234,1.8230798117471434
2772,1.808,0.234,1.8230798117471434
2773,1.808,0.234,1.8230798117471434
2774,1.812,0.236,1.8273040250598696
2775,1.812,0.236,1.8273040250598696
2776,1.814,0.238,1.8295463918687604
2777,1.822,0.242,1.8380010881389597
2778,1.806,0.236,1.8213544410685143
2779,1.808,0.238,1.823597543319249
2780,1.816,0.242,1.8320534926688141
2781,1.822,0.244,1.8382654868108688
2782,1.766,0.164,1.7735986017134766
2783,1.706,0.098,1.7088124531381435
2784,1.7,0.096,1.702708430706796
2785,1.684,0.092,1.6865111917802382
2786,1.688,0.094,1.6906152726152688
2787,1.69,0.094,1.6926121823973734
2788,1.686,0.094,1.6886183701476187
2789,1.718,0.092,1.7204615659758284
2790,1.714,0.08,1.7158659621310752
2791,1.71,0.078,1.7117780229924673
2792,1.708,0.078,1.7097801028202428
2793,1.712,0.08,1.7138681396186815
2794,1.714,0.08,1.7158659621310752
2795,1.698,0.078,1.6997905753356792
2796,1.686,0.074,1.6876231806893385
2797,1.68,0.074,1.6816289721576514
2798,1.686,0.074,1.6876231806893385
2799,1.628,0.0,1.628
2800,1.622,0.0,1.622
2801,1.616,0.0,1.616
2802,1.61,0.0,1.61
2803,1.608,0.0,1.608
2804,1.614,0.0,1.614
2805,1.662,0.0,1.662
2806,1.73,0.106,1.7332443566906544
2807,1.734,0.1,1.7368811127996064
2808,1.734,0.094,1.7365459970873216
2809,1.742,0.098,1.7447544239806356
2810,1.748,0.1,1.7508580753447722
2811,1.748,0.102,1.750973443545047
2812,1.738,0.106,1.7412294507043005
2813,1.72,0.11,1.7235138525698015
2814,1.72,0.11,1.7235138525698015
2815,1.722,0.112,1.7256384325808232
2816,1.7,0.104,1.7031782055909475
2817,1.7,0.104,1.7031782055909475
2818,1.714,0.11,1.71752612789442
2819,1.728,0.114,1.7317563338992006
2820,1.696,0.054,1.6968594520466331
2821,1.648,0.0,1.648
2822,1.646,0.0,1.646
2823,1.646,0.0,1.646
2824,1.646,0.0,1.646
2825,1.638,0.0,1.638
2826,1.644,0.0,1.644
2827,1.638,0.0,1.638
2828,1.642,0.0,1.642
2829,1.72,0.058,1.7209776291399024
2830,1.714,0.082,1.7159603725028152
2831,2.332,0.462,2.3773237053459924
2832,2.544,0.582,2.609724123350972
2833,2.536,0.578,2.6010344096147593
2834,2.622,0.582,2.6858160770983557
2835,2.6,0.576,2.6630388656570525
2836,2.55,0.58,2.6151290599127224
2837,2.522,0.576,2.5869402776252874
2838,2.518,0.576,2.5830408436569483
2839,1.628,0.0,1.628
2840,2.154,0.302,2.1750678150347404
2841,2.462,0.474,2.507213592815738
2842,2.456,0.472,2.500943821840067
2843,2.558,0.514,2.609130123240311
2844,2.714,0.646,2.7898229334493614
2845,2.682,0.636,2.75637805824963
2846,2.466,0.498,2.5157821845302903
2847,2.4,0.51,2.4535892076710804
2848,2.578,0.598,2.6464481857765514
2849,2.554,0.586,2.620364860091052
2850,1.724,0.11,1.7275057163436536
2851,1.748,0.108,1.751333206445878
2852,1.828,0.104,1.8309560344257314
2853,1.926,0.102,1.9286990433968694
2854,1.908,0.096,1.9104135677910161
2855,1.898,0.092,1.900228407323709
2856,1.868,0.094,1.8703636010145195
2857,1.946,0.088,1.9479887063327652
2858,1.804,0.0,1.804
2859,1.764,0.0,1.764
2860,1.752,0.0,1.752
2861,1.744,0.0,1.744
2862,1.752,0.0,1.752
2863,1.732,0.0,1.732
2864,1.736,0.0,1.736
2865,1.746,0.0,1.746
2866,1.742,0.0,1.742
2867,1.762,0.0,1.762
2868,1.854,0.0,1.854
2869,1.934,0.0,1.934
2870,2.24,0.06,2.240803427344755
2871,2.528,0.062,2.528760170518351
2872,2.804,0.058,2.804599793196883
2873,2.932,0.056,2.9325347397771777
2874,3.046,0.064,3.046672282999929
2875,2.908,0.058,2.9085783468904527
2876,2.618,0.058,2.6186423963573184
2877,2.706,0.054,2.706538749029838
2878,2.77,0.052,2.7704880436486277
2879,2.492,0.0,2.492
2880,1.95,0.0,1.95
2881,1.956,0.0,1.956
2882,2.068,0.122,2.0715955203658845
2883,2.036,0.108,2.0388624279239638
2884,1.876,0.094,1.8783535343486326
2885,1.828,0.09,1.8302141951148778
2886,1.818,0.088,1.8201285668875153
2887,2.186,0.21,2.196063751351495
2888,1.982,0.086,1.9838649147560425
2889,1.978,0.086,1.97986868251407
2890,1.97,0.084,1.9717900496756748
2891,1.974,0.086,1.9758724655199789
2892,1.988,0.09,1.9900361805756197
2893,1.984,0.086,1.985863036566218
2894,2.316,0.29,2.3340856882299756
2895,2.812,0.566,2.8683967647450723
2896,2.776,0.522,2.8246521909785636
2897,2.722,0.44,2.7573327691811156
2898,2.392,0.248,2.404821822921607
2899,1.89,0.0,1.89
2900,1.896,0.0,1.896
2901,1.952,0.0,1.952
2902,1.978,0.078,1.979537319678515
2903,1.912,0.08,1.9136729083100905
2904,1.8,0.08,1.8017769007288333
2905,1.818,0.078,1.819672498006166
2906,1.87,0.08,1.871710447692164
2907,1.858,0.076,1.8595537098992327
2908,1.868,0.078,1.869627770439881
2909,1.942,0.154,1.9480965068496991
2910,2.252,0.182,2.2593423821988554
2911,2.604,0.178,2.6100766272276377
2912,2.652,0.18,2.658101578194483
2913,2.654,0.176,2.659829317832255
2914,2.646,0.174,2.6517149168038405
2915,2.384,0.176,2.3904878163253622
2916,2.394,0.192,2.401686907155052
2917,2.786,0.178,2.791680497478177
2918,2.728,0.128,2.7310012815815377
2919,2.606,0.074,2.607050440632095
2920,2.496,0.184,2.502772862246992
2921,2.778,0.276,2.7916769154040733
2922,2.598,0.212,2.6066353791813692
2923,2.604,0.202,2.6118231180537475
2924,2.61,0.204,2.6179602747177046
2925,2.594,0.2,2.601698675865443
2926,2.582,0.196,2.589428508377862
2927,2.77,0.194,2.776785191547953
2928,2.814,0.138,2.8173817632688687
2929,2.782,0.076,2.7830379084734007
2930,2.62,0.078,2.6211608115489597
2931,2.51,0.076,2.5111503340102916
2932,2.52,0.072,2.5210283616016698
2933,2.65,0.07,2.6509243670840554
2934,2.684,0.078,2.685133143812426
2935,2.58,0.0,2.58
2936,2.55,0.054,2.5505717006192943
2937,2.558,0.052,2.558528483327868
2938,2.678,0.048,2.6784301372259085
2939,2.396,0.0,2.396
2940,2.442,0.0,2.442
2941,2.464,0.0,2.464
2942,2.472,0.0,2.472
2943,2.292,0.0,2.292
2944,1.88,0.048,1.880612666127717
2945,1.876,0.046,1.8765638811402077
2946,1.708,0.046,1.7086193256544888
2947,1.696,0.048,1.696679109319143
2948,1.688,0.048,1.6886823265493127
2949,1.486,0.0,1.486
2950,2.08,0.054,2.08070084346597
2951,2.214,0.054,2.214658438676267
2952,2.212,0.052,2.212611127152713
2953,2.228,0.056,2.228703659080767
2954,2.224,0.058,2.224756166414648
2955,2.212,0.058,2.2127602671776265
2956,2.226,0.06,2.2268084785180786
2957,2.222,0.06,2.222809933395116
2958,2.24,0.072,2.2411568441320657
2959,2.258,0.088,2.259714141213441
2960,2.266,0.092,2.2678668391243786
2961,2.254,0.09,2.255796090075519
2962,2.238,0.086,2.2396517586446336
2963,2.242,0.088,2.2437263647780226
2964,2.254,0.088,2.255717180854018
2965,2.74,0.078,2.741109994144708
2966,2.786,0.084,2.787266043993648
2967,2.764,0.08,2.765157500035034
2968,2.636,0.086,2.63740251004658
2969,2.568,0.084,2.569373464485068
2970,2.56,0.084,2.5613777542564864
2971,2.562,0.084,2.5633766793040778
2972,2.56,0.084,2.5613777542564864
2973,2.524,0.0,2.524
2974,2.48,0.0,2.48
2975,2.482,0.0,2.482
2976,1.622,0.0,1.622
2977,1.456,0.0,1.456
2978,1.456,0.0,1.456
2979,1.456,0.0,1.456
2980,1.452,0.0,1.452
2981,1.456,0.0,1.456
2982,1.466,0.0,1.466
2983,1.464,0.0,1.464
2984,1.364,0.0,1.364
2985,1.372,0.0,1.372
2986,1.38,0.0,1.38
2987,1.512,0.0,1.512
2988,1.634,0.0,1.634
2989,1.71,0.0,1.71
2990,2.028,0.406,2.0682407983598043
2991,2.3,0.43,2.3398504225697843
2992,2.318,0.412,2.3543296285779527
2993,2.294,0.354,2.3211531616849412
2994,2.05,0.216,2.0613481025775338
2995,2.154,0.212,2.164407540182763
2996,3.536,0.194,3.541317833801423
2997,4.314,0.282,4.323207142851242
2998,4.25,0.312,4.26143684688627
2999,4.714,0.394,4.730436766303932
3000,4.642,0.4,4.659202077609427
3001,4.58,0.39,4.596574811748418
3002,4.684,0.384,4.6997140338535495
3003,4.836,0.38,4.85090671936701
3004,4.762,0.368,4.7761980695946855
3005,4.68,0.284,4.6886091754378505
3006,4.678,0.282,4.686492078303345
3007,5.436,0.408,5.451289755644988
3008,6.158,0.442,6.173842239642992
3009,4.868,0.452,4.888939353274901
3010,4.3,0.432,4.321645982724637
3011,4.058,0.3,4.069074096155045
3012,3.758,0.472,3.7875253134467632
3013,4.012,0.478,4.040374735095743
3014,3.166,0.336,3.1837795149790127
3015,2.164,0.16,2.1699069104456994
3016,1.786,0.118,1.789893851601262
3017,1.796,0.12,1.8000044444389576
3018,1.772,0.148,1.7781698456559205
3019,1.744,0.162,1.7515079217634157
3020,1.724,0.148,1.7303410068538514
3021,1.71,0.12,1.7142053552593983
3022,1.742,0.124,1.7464077416227861
3023,1.846,0.114,1.8495166936256617
3024,1.876,0.114,1.8794605609057082
3025,1.746,0.128,1.750685579994306
3026,1.718,0.148,1.724363070817744
3027,2.01,0.2,2.0199257412093146
3028,1.994,0.198,2.003806377871874
3029,1.988,0.194,1.9974433659055268
3030,1.986,0.194,1.9954528308130963
3031,1.848,0.182,1.8569404944693302
3032,1.506,0.0,1.506
3033,1.482,0.0,1.482
3034,1.574,0.104,1.5774320904558776
3035,1.556,0.176,1.5659220925703807
3036,1.548,0.174,1.5577483750593355
3037,1.616,0.234,1.6328539432539582
3038,1.666,0.306,1.6938689441630366
3039,1.67,0.312,1.6988949349503635
3040,1.666,0.312,1.6949631264425784
3041,1.664,0.314,1.6933670600315809
3042,1.66,0.312,1.6890660141036524
3043,1.648,0.306,1.6761682493115062
3044,1.66,0.306,1.6879680091755294
3045,1.658,0.31,1.6867317510499407
3046,1.798,0.298,1.8225279147382079
3047,2.564,0.278,2.579026948288831
3048,2.56,0.276,2.57483514035365
3049,2.722,0.212,2.7302432126094556
3050,3.33,0.174,3.3345428472280876
3051,3.276,0.174,3.280617624777383
3052,3.36,0.098,3.3614288628498445
3053,3.432,0.05,3.4323641997899927
3054,4.516,0.0,4.516
3055,3.7,0.058,3.700454566671506
3056,3.836,0.076,3.836752793704593
3057,4.114,0.074,4.1146654785049055
3058,3.386,0.05,3.386369147036395
3059,3.324,0.0,3.324
3060,3.28,0.058,3.2805127647976007
3061,3.312,0.056,3.3124733961195822
3062,3.304,0.058,3.3045090406897053
3063,3.292,0.06,3.292546734672114
3064,3.268,0.06,3.2685507491853327
3065,3.282,0.058,3.2825124523754665
3066,3.264,0.058,3.264515277954753
3067,3.204,0.056,3.2044893508950847
3068,2.956,0.056,2.9565303989642993
3069,2.674,0.0,2.674
3070,2.786,0.0,2.786
3071,2.892,0.0,2.892
3072,2.958,0.0,2.958
3073,3.454,0.062,3.4545564114658776
3074,3.414,0.07,3.4147175578662434
3075,3.81,0.054,3.810382657949199
3076,3.612,0.054,3.6124036319326223
3077,3.406,0.0,3.406
3078,3.342,0.128,3.3444503285293385
3079,3.418,0.122,3.4201766036273624
3080,3.43,0.128,3.432387507260799
3081,3.382,0.142,3.384979763602731
3082,3.38,0.142,3.38298152522298
3083,3.374,0.14,3.3769033151690917
3084,3.418,0.148,3.4212027124974633
3085,3.348,0.15,3.351358530506696
3086,3.416,0.15,3.4192917395273543
3087,3.398,0.146,3.401135104637862
3088,3.394,0.078,3.3948961692517194
3089,3.392,0.056,3.392462232656393
3090,3.314,0.052,3.314407941095966
3091,3.312,0.064,3.3126182997743645
3092,3.302,0.068,3.3027001074878113
3093,3.29,0.07,3.2907445965920843
3094,3.264,0.072,3.2647940210677913
3095,3.602,0.0,3.602
3096,3.264,0.076,3.2648846840279058
3097,3.274,0.076,3.274881982606396
3098,3.27,0.078,3.2709301429409954
3099,3.298,0.074,3.298830095655125
3100,3.316,0.072,3.3167815725489067
3101,3.306,0.074,3.3068280874578284
3102,3.298,0.076,3.298875566007302
3103,3.288,0.078,3.288925052353732
3104,3.282,0.078,3.2829267430145315
3105,3.286,0.078,3.286925615221616
3106,3.284,0.08,3.2849742769160306
3107,3.292,0.082,3.2930211053074046
3108,3.32,0.08,3.3209637155500507
3109,3.336,0.076,3.3368655951356505
3110,2.464,0.07,2.4649941176400403
3111,2.298,0.07,2.2990658972721945
3112,2.302,0.07,2.3030640460048004
3113,2.4,0.0,2.4
3114,2.386,0.058,2.3867048414079193
3115,1.958,0.062,1.9589813679563162
3116,1.958,0.082,1.959716305999417
3117,2.022,0.144,2.0271211113300556
3118,2.044,0.186,2.0524453707711685
3119,2.038,0.182,2.0461104564514594
3120,2.03,0.182,2.0381422914016576
3121,2.024,0.178,2.0318119991770893
3122,2.046,0.186,2.05443714919683
3123,2.024,0.178,2.0318119991770893
3124,2.006,0.174,2.013532219757111
3125,2.006,0.174,2.013532219757111
3126,2.0,0.172,2.007382375134344
3127,1.974,0.072,1.9753126334836215
3128,1.868,0.052,1.868723628576468
3129,1.836,0.054,1.8367939459830545
3130,1.842,0.05,1.8426784852491223
3131,1.854,0.048,1.8546212551353984
3132,1.866,0.0,1.866
3133,1.87,0.046,1.8705656898382372
3134,1.868,0.046,1.8685662953184188
3135,1.862,0.046,1.862568119559658
3136,1.85,0.05,1.8506755523321747
3137,1.86,0.046,1.8605687302542737
3138,1.952,0.05,1.9526402638479008
3139,1.782,0.0,1.782
3140,1.644,0.0,1.644
3141,1.652,0.0,1.652
3142,1.654,0.0,1.654
3143,1.664,0.0,1.664
3144,1.658,0.0,1.658
3145,1.654,0.0,1.654
3146,1.664,0.0,1.664
3147,1.668,0.0,1.668
3148,1.658,0.054,1.6588791396602705
3149,1.664,0.056,1.6649420410332607
3150,1.506,0.056,1.5070408090028617
3151,1.488,0.046,1.4887108517102978
3152,1.504,0.076,1.505918988524947
3153,1.504,0.074,1.505819378278816
3154,1.49,0.07,1.4916433890176297
3155,1.49,0.072,1.4917385829963639
3156,1.482,0.07,1.4836522503605756
3157,1.556,0.16,1.564204590199121
3158,1.542,0.166,1.5509094106362242
3159,1.534,0.168,1.5431720578082018
3160,1.48,0.168,1.4895046156356817
3161,1.486,0.17,1.4956924817622104
3162,1.488,0.174,1.4981388453678117
3163,1.492,0.188,1.503797858756289
3164,1.482,0.178,1.492651332361312
3165,1.452,0.136,1.4583552379307312
3166,1.378,0.0,1.378
3167,1.334,0.048,1.334863288880176
3168,1.332,0.048,1.332864584269535
3169,1.37,0.0,1.37
3170,1.406,0.066,1.4075482229749714
3171,1.396,0.068,1.3976551792198244
3172,1.39,0.062,1.3913820467434528
3173,1.396,0.064,1.3974662786629235
3174,1.408,0.07,1.409738982932656
3175,1.404,0.068,1.4056457590730318
3176,1.4,0.066,1.4015548508709887
3177,1.412,0.066,1.4135416513141732
3178,1.42,0.07,1.421724305201258
3179,1.408,0.074,1.4099432612697576
3180,1.414,0.078,1.416149709599942
3181,1.412,0.076,1.4140438465620504
3182,1.418,0.076,1.4200352108310552
3183,1.428,0.076,1.4300209788670932
3184,1.424,0.078,1.4261346360004021
3185,1.416,0.078,1.4181466778863179
3186,1.404,0.076,1.4060554754347354
3187,1.404,0.078,1.4061649974309558
3188,1.396,0.074,1.3979599422014923
3189,1.458,0.182,1.4693154868849643
3190,1.502,0.204,1.5157902229530311
3191,1.498,0.204,1.5118267096463138
3192,1.502,0.208,1.5163337363522584
3193,1.496,0.21,1.5106674021769317
3194,1.384,0.104,1.3879020138323885
3195,1.376,0.094,1.3792070185436267
3196,1.374,0.094,1.3772116758145787
3197,1.448,0.17,1.457945129282992
3198,1.45,0.202,1.4640027322378877
3199,1.42,0.224,1.437559042265743
3200,1.412,0.22,1.429036038733803
3201,1.48,0.218,1.495969251020889
3202,2.51,0.342,2.5331924522230835
3203,3.088,0.242,3.0974679982204822
3204,2.73,0.21,2.7380650101851125
3205,3.332,0.192,3.3375272283533506
3206,2.556,0.144,2.5600531244487876
3207,2.65,0.0,2.65
3208,2.65,0.0,2.65
3209,2.602,0.0,2.602
3210,2.536,0.0,2.536
3211,2.516,0.0,2.516
3212,2.546,0.046,2.546415519902437
3213,2.526,0.0,2.526
3214,2.536,0.0,2.536
3215,2.534,0.0,2.534
3216,2.534,0.0,2.534
3217,2.502,0.0,2.502
3218,2.498,0.0,2.498
3219,1.604,0.0,1.604
3220,2.062,0.0,2.062
3221,2.488,0.0,2.488
3222,2.062,0.048,2.062558605227982
3223,1.636,0.0,1.636
3224,2.554,0.048,2.5544510173420822
3225,2.024,0.064,2.0250116049050186
3226,1.606,0.096,1.6088666818602466
3227,2.596,0.18,2.602232887348863
3228,2.03,0.23,2.0429880077964233
3229,1.818,0.22,1.8312629521726256
3230,2.628,0.226,2.6376997554687684
3231,1.696,0.212,1.7091986426392924
3232,2.112,0.218,2.123221137799829
3233,2.556,0.19,2.56305208686831
3234,1.53,0.226,1.5466014354060325
3235,2.284,0.208,2.2934515473408195
3236,2.264,0.218,2.2744713671532555
3237,1.592,0.266,1.6140693913212034
3238,2.7,0.33,2.7200919102118593
3239,1.9,0.328,1.9281037316493115
3240,2.102,0.338,2.129001643963668
3241,2.368,0.216,2.3778309443692582
3242,1.366,0.156,1.3748789037584366
3243,2.522,0.134,2.525557364226756
3244,1.77,0.162,1.7773980983448814
3245,1.926,0.15,1.931832290857568
3246,2.346,0.134,2.3498238231833466
3247,1.254,0.05,1.2549964143375072
3248,2.466,0.0,2.466
3249,1.352,0.0,1.352
3250,2.014,0.048,2.014571914824586
3251,1.932,0.0,1.932
3252,1.52,0.054,1.5209589080576766
3253,1.812,0.0,1.812
3254,2.182,0.0,2.182
3255,1.146,0.0,1.146
3256,2.472,0.0,2.472
3257,1.296,0.0,1.296
3258,2.006,0.0,2.006
3259,0.558,0.054,0.5606068140863077
3260,0.464,0.068,0.46895628794163746
3261,0.432,0.054,0.43536191840812166
3262,0.462,0.064,0.46641183518431434
3263,0.43,0.054,0.43337743365339176
3264,0.46,0.062,0.46415945535990105
3265,0.534,0.172,0.5610169337907726
3266,0.57,0.206,0.6060825026347485
3267,0.428,0.2,0.472423538786966
3268,0.442,0.266,0.5158682002217233
3269,0.442,0.266,0.5158682002217233
3270,0.448,0.262,0.5189874757641074
3271,0.426,0.25,0.49393926752182804
3272,0.44,0.246,0.5040991965873384
3273,0.42,0.242,0.484730853154614
3274,0.436,0.244,0.49963186447623614
3275,0.416,0.242,0.48126915546292803
3276,0.434,0.248,0.4998599803945101
3277,0.414,0.242,0.479541447635134
3278,0.504,0.326,0.6002432840107418
3279,0.408,0.234,0.47034030233438423
3280,0.416,0.224,0.4724743379274688
3281,0.394,0.214,0.44836592198783354
3282,0.41,0.22,0.4652956049652736
3283,0.39,0.218,0.4467930169552788
3284,0.408,0.222,0.4644868135910857
3285,0.388,0.218,0.44504831198421596
3286,0.406,0.226,0.4646633189740718
3287,0.338,0.15,0.36978912909927464
3288,0.334,0.122,0.35558402663786803
3289,0.314,0.112,0.33337666385036613
3290,0.332,0.116,0.3516816742453323
3291,0.314,0.112,0.33337666385036613
3292,0.332,0.116,0.3516816742453323
3293,0.296,0.084,0.307688153818115
3294,0.26,0.0,0.26
3295,0.242,0.0,0.242
3296,0.262,0.0,0.262
3297,0.244,0.0,0.244
3298,0.262,0.0,0.262
3299,0.254,0.0,0.254
3300,0.25,0.0,0.25
3301,0.26,0.0,0.26
3302,0.24,0.0,0.24
3303,0.334,0.07,0.3412565017695634
3304,0.352,0.126,0.3738716357254184
3305,0.366,0.13,0.3884018537545875
3306,0.346,0.126,0.36822819012128877
3307,0.362,0.132,0.3853154551792596
3308,0.344,0.132,0.3684562389212591
3309,0.984,0.124,0.9917822341623185
3310,1.446,0.108,1.4500275859444882
3311,1.454,0.114,1.4584622038297734
3312,1.422,0.11,1.4262482252399125
3313,1.428,0.112,1.43238542299201
3314,1.41,0.11,1.414284271283535
3315,1.426,0.114,1.430549544755441
3316,1.398,0.106,1.4020128387429267
3317,1.346,0.0,1.346
3318,1.306,0.0,1.306
3319,1.382,0.0,1.382
3320,1.38,0.076,1.38209116920701
3321,1.396,0.08,1.398290384719855
3322,1.376,0.074,1.3779883889206033
3323,1.404,0.084,1.4065105758578567
3324,1.384,0.078,1.3861962343045084
3325,1.408,0.086,1.4106239754094638
3326,1.466,0.114,1.4704257886748313
3327,1.592,0.144,1.5984992962150468
3328,1.532,0.064,1.5333362318813184
3329,1.514,0.0,1.514
3330,1.508,0.0,1.508
3331,1.488,0.0,1.488
3332,1.488,0.0,1.488
3333,1.478,0.0,1.478
3334,1.422,0.0,1.422
3335,1.3,0.0,1.3
3336,1.314,0.0,1.314
3337,1.292,0.0,1.292
3338,1.314,0.0,1.314
3339,0.682,0.0,0.682
3340,0.256,0.0,0.256
3341,0.264,0.0,0.264
3342,0.366,0.122,0.38579787454054226
3343,0.342,0.116,0.36113709308239167
3344,0.36,0.122,0.3801105102466913
3345,0.34,0.12,0.36055512754639896
3346,0.356,0.124,0.3769774529066692
3347,0.336,0.12,0.35678564993564416
3348,0.352,0.122,0.37254261501202784
3349,0.334,0.12,0.354902803595576
3350,0.352,0.124,0.3732023579775455
3351,0.33,0.118,0.35046255149445
3352,0.35,0.124,0.37131657652197536
3353,0.34,0.122,0.36122569122364484
3354,0.34,0.124,0.3619060651605607
3355,0.298,0.052,0.302502892548154
3356,0.238,0.0,0.238
3357,0.258,0.0,0.258
3358,0.24,0.0,0.24
3359,0.258,0.0,0.258
3360,0.274,0.0,0.274
3361,0.334,0.096,0.347522661131616
3362,0.316,0.092,0.3291200388915874
3363,0.334,0.096,0.347522661131616
3364,0.318,0.094,0.33160217128360303
3365,0.334,0.098,0.3480804504708646
3366,0.314,0.096,0.328347377026222
3367,0.332,0.1,0.3467333269243094
3368,0.312,0.096,0.3264352922096506
3369,0.278,0.0,0.278
3370,0.24,0.0,0.24
3371,0.258,0.0,0.258
3372,0.24,0.0,0.24
3373,0.26,0.0,0.26
3374,0.24,0.0,0.24
3375,0.258,0.0,0.258
3376,0.238,0.0,0.238
3377,0.258,0.0,0.258
3378,0.238,0.0,0.238
3379,0.258,0.0,0.258
3380,0.33,0.084,0.3405231269679051
3381,0.37,0.13,0.39217343102255153
3382,0.346,0.126,0.36822819012128877
3383,0.364,0.13,0.38651778743028115
3384,0.356,0.128,0.37831204051681994
3385,0.346,0.124,0.3675486362374373
3386,0.358,0.128,0.3801946869697156
3387,0.338,0.124,0.36002777670618696
3388,0.354,0.128,0.3764306044943742
3389,0.336,0.124,0.35815080622553397
3390,0.352,0.128,0.374550397143028
3391,0.334,0.122,0.35558402663786803
3392,0.366,0.132,0.3890758280849634
3393,0.392,0.202,0.4409852605246575
3394,0.342,0.116,0.36113709308239167
3395,0.322,0.11,0.34027048064738147
3396,0.344,0.118,0.3636756796927724
3397,0.326,0.114,0.3453577854920894
3398,0.346,0.122,0.3668787265568828
3399,0.328,0.124,0.35065652710308987
3400,0.346,0.128,0.36891733491393436
3401,0.328,0.124,0.35065652710308987
3402,0.388,0.162,0.4204616510456096
3403,0.4,0.23,0.46141087980237316
3404,0.418,0.23,0.477099570320494
3405,0.4,0.226,0.4594300817317038
3406,0.418,0.234,0.479040708082309
3407,0.396,0.226,0.4559517518334588
3408,0.412,0.232,0.4728297790960294
3409,0.392,0.232,0.45550850705557633
3410,0.41,0.238,0.47407172453121477
3411,0.324,0.132,0.34985711369071804
3412,0.338,0.13,0.36213809520678714
3413,0.322,0.126,0.3457744929863972
3414,0.336,0.13,0.36027211937645137
3415,0.336,0.132,0.3609986149557918
3416,0.322,0.128,0.3465082971589569
3417,0.334,0.126,0.35697618968216915
3418,0.276,0.0,0.276
3419,0.378,0.148,0.40594088239545423
3420,0.356,0.144,0.38402083276822363
3421,0.372,0.152,0.40185569549279754
3422,0.352,0.146,0.38107741995557803
3423,0.37,0.154,0.4007692602982419
3424,0.35,0.15,0.3807886552931954
3425,0.368,0.154,0.3989235515734813
3426,0.346,0.148,0.37632432820640227
3427,0.364,0.152,0.3944616584663204
3428,0.344,0.146,0.37370041477097665
3429,0.36,0.146,0.3884790856661398
3430,0.34,0.14,0.36769552621700474
3431,0.36,0.146,0.3884790856661398
3432,0.256,0.0,0.256
3433,0.266,0.0,0.266
3434,0.246,0.0,0.246
3435,0.268,0.0,0.268
3436,0.25,0.0,0.25
3437,0.266,0.0,0.266
3438,0.248,0.0,0.248
3439,0.268,0.0,0.268
3440,0.248,0.0,0.248
3441,0.266,0.0,0.266
3442,0.248,0.0,0.248
3443,0.266,0.0,0.266
3444,0.274,0.0,0.274
3445,0.336,0.114,0.3548126266073405
3446,0.342,0.112,0.35987219953755806
3447,0.324,0.108,0.34152598729818495
3448,0.342,0.112,0.35987219953755806
3449,0.322,0.106,0.33899852507053774
3450,0.342,0.116,0.36113709308239167
3451,0.322,0.11,0.34027048064738147
3452,0.338,0.114,0.3567071628100563
3453,0.266,0.0,0.266
3454,0.264,0.0,0.264
3455,0.246,0.0,0.246
3456,0.264,0.0,0.264
3457,0.328,0.086,0.339087009482817
3458,0.378,0.146,0.4052159917870962
3459,0.354,0.144,0.38216750254306026
3460,0.372,0.15,0.4011034779205984
3461,0.35,0.142,0.3777088826066975
3462,0.37,0.15,0.39924929555354255
3463,0.348,0.144,0.3766165158354052
3464,0.364,0.146,0.39218873007775223
3465,0.346,0.14,0.3732505860678587
3466,0.362,0.146,0.39033319100481323
3467,0.342,0.138,0.36879262465510343
3468,0.36,0.144,0.38773186611368426
3469,0.338,0.134,0.36359317925395684
3470,0.312,0.074,0.32065557846387144
3471,0.244,0.0,0.244
3472,0.262,0.0,0.262
3473,0.242,0.0,0.242
3474,0.26,0.0,0.26
3475,0.252,0.0,0.252
3476,0.252,0.0,0.252
3477,0.264,0.0,0.264
3478,0.246,0.0,0.246
3479,0.266,0.0,0.266
3480,0.248,0.0,0.248
3481,0.268,0.0,0.268
3482,0.246,0.0,0.246
3483,0.264,0.0,0.264
3484,0.244,0.0,0.244
3485,0.258,0.0,0.258
3486,0.242,0.0,0.242
3487,0.29,0.0,0.29
3488,0.318,0.096,0.33217465285599385
3489,0.336,0.102,0.35114099732158877
3490,0.318,0.098,0.3327581704481499
3491,0.338,0.104,0.3536382332271215
3492,0.318,0.098,0.3327581704481499
3493,0.334,0.104,0.34981709506540704
3494,0.312,0.096,0.3264352922096506
3495,0.322,0.088,0.33380832823642975
3496,0.348,0.106,0.3637856511738746
3497,0.368,0.13,0.390287073831558
3498,0.346,0.126,0.36822819012128877
3499,0.364,0.134,0.38788142518042806
3500,0.344,0.13,0.36774447650508635
3501,0.362,0.134,0.38600518131237566
3502,0.342,0.13,0.3658742953529258
3503,0.36,0.138,0.3855437718340163
3504,0.34,0.132,0.36472455360175576
3505,0.36,0.136,0.3848324310657822
3506,0.354,0.136,0.3792255265669757
3507,0.348,0.138,0.3743634597553559
3508,0.358,0.14,0.3844008324652797
3509,0.264,0.0,0.264
3510,0.264,0.0,0.264
3511,0.242,0.0,0.242
3512,0.262,0.0,0.262
3513,0.242,0.0,0.242
3514,0.26,0.0,0.26
3515,0.242,0.0,0.242
3516,0.26,0.0,0.26
3517,0.244,0.0,0.244
3518,0.264,0.0,0.264
3519,0.244,0.0,0.244
