Index,Global_active_power,Global_reactive_power
3228,2.03,0.23
3229,1.818,0.22
3230,2.628,0.226
3231,1.696,0.212
3232,2.112,0.218
3233,2.556,0.19
3234,1.53,0.226
3235,2.284,0.208
3236,2.264,0.218
3237,1.592,0.266
3238,2.7,0.33
3239,1.9,0.328
3240,2.102,0.338
3241,2.368,0.216
3242,1.366,0.156
3243,2.522,0.134
3244,1.77,0.162
3245,1.926,0.15
3246,2.346,0.134
3247,1.254,0.05
3248,2.466,0.0
3249,1.352,0.0
3250,2.014,0.048
3251,1.932,0.0
3252,1.52,0.054
3253,1.812,0.0
3254,2.182,0.0
3255,1.146,0.0
3256,2.472,0.0
3257,1.296,0.0
3258,2.006,0.0
3259,0.558,0.054
3260,0.464,0.068
3261,0.432,0.054
3262,0.462,0.064
3263,0.43,0.054
3264,0.46,0.062
3265,0.534,0.172
3266,0.57,0.206
3267,0.428,0.2
3268,0.442,0.266
3269,0.442,0.266
3270,0.448,0.262
3271,0.426,0.25
3272,0.44,0.246
3273,0.42,0.242
3274,0.436,0.244
3275,0.416,0.242
3276,0.434,0.248
3277,0.414,0.242
3278,0.504,0.326
3279,0.408,0.234
3280,0.416,0.224
3281,0.394,0.214
3282,0.41,0.22
3283,0.39,0.218
3284,0.408,0.222
3285,0.388,0.218
3286,0.406,0.226
3287,0.338,0.15
3288,0.334,0.122
3289,0.314,0.112
3290,0.332,0.116
3291,0.314,0.112
3292,0.332,0.116
3293,0.296,0.084
3294,0.26,0.0
3295,0.242,0.0
3296,0.262,0.0
3297,0.244,0.0
3298,0.262,0.0
3299,0.254,0.0
3300,0.25,0.0
3301,0.26,0.0
3302,0.24,0.0
3303,0.334,0.07
3304,0.352,0.126
3305,0.366,0.13
3306,0.346,0.126
3307,0.362,0.132
3308,0.344,0.132
3309,0.984,0.124
3310,1.446,0.108
3311,1.454,0.114
3312,1.422,0.11
3313,1.428,0.112
3314,1.41,0.11
3315,1.426,0.114
3316,1.398,0.106
3317,1.346,0.0
3318,1.306,0.0
3319,1.382,0.0
3320,1.38,0.076
3321,1.396,0.08
3322,1.376,0.074
3323,1.404,0.084
3324,1.384,0.078
3325,1.408,0.086
3326,1.466,0.114
3327,1.592,0.144
3328,1.532,0.064
3329,1.514,0.0
3330,1.508,0.0
3331,1.488,0.0
3332,1.488,0.0
3333,1.478,0.0
3334,1.422,0.0
3335,1.3,0.0
3336,1.314,0.0
3337,1.292,0.0
3338,1.314,0.0
3339,0.682,0.0
3340,0.256,0.0
3341,0.264,0.0
3342,0.366,0.122
3343,0.342,0.116
3344,0.36,0.122
3345,0.34,0.12
3346,0.356,0.124
3347,0.336,0.12
3348,0.352,0.122
3349,0.334,0.12
3350,0.352,0.124
3351,0.33,0.118
3352,0.35,0.124
3353,0.34,0.122
3354,0.34,0.124
3355,0.298,0.052
3356,0.238,0.0
3357,0.258,0.0
3358,0.24,0.0
3359,0.258,0.0
3360,0.274,0.0
3361,0.334,0.096
3362,0.316,0.092
3363,0.334,0.096
3364,0.318,0.094
3365,0.334,0.098
3366,0.314,0.096
3367,0.332,0.1
3368,0.312,0.096
3369,0.278,0.0
3370,0.24,0.0
3371,0.258,0.0
3372,0.24,0.0
3373,0.26,0.0
3374,0.24,0.0
3375,0.258,0.0
3376,0.238,0.0
3377,0.258,0.0
3378,0.238,0.0
3379,0.258,0.0
3380,0.33,0.084
3381,0.37,0.13
3382,0.346,0.126
3383,0.364,0.13
3384,0.356,0.128
3385,0.346,0.124
3386,0.358,0.128
3387,0.338,0.124
3388,0.354,0.128
3389,0.336,0.124
3390,0.352,0.128
3391,0.334,0.122
3392,0.366,0.132
3393,0.392,0.202
3394,0.342,0.116
3395,0.322,0.11
3396,0.344,0.118
3397,0.326,0.114
3398,0.346,0.122
3399,0.328,0.124
3400,0.346,0.128
3401,0.328,0.124
3402,0.388,0.162
3403,0.4,0.23
3404,0.418,0.23
3405,0.4,0.226
3406,0.418,0.234
3407,0.396,0.226
3408,0.412,0.232
3409,0.392,0.232
3410,0.41,0.238
3411,0.324,0.132
3412,0.338,0.13
3413,0.322,0.126
3414,0.336,0.13
3415,0.336,0.132
3416,0.322,0.128
3417,0.334,0.126
3418,0.276,0.0
3419,0.378,0.148
3420,0.356,0.144
3421,0.372,0.152
3422,0.352,0.146
3423,0.37,0.154
3424,0.35,0.15
3425,0.368,0.154
3426,0.346,0.148
3427,0.364,0.152
3428,0.344,0.146
3429,0.36,0.146
3430,0.34,0.14
3431,0.36,0.146
3432,0.256,0.0
3433,0.266,0.0
3434,0.246,0.0
3435,0.268,0.0
3436,0.25,0.0
3437,0.266,0.0
3438,0.248,0.0
3439,0.268,0.0
3440,0.248,0.0
3441,0.266,0.0
3442,0.248,0.0
3443,0.266,0.0
3444,0.274,0.0
3445,0.336,0.114
3446,0.342,0.112
3447,0.324,0.108
3448,0.342,0.112
3449,0.322,0.106
3450,0.342,0.116
3451,0.322,0.11
3452,0.338,0.114
3453,0.266,0.0
3454,0.264,0.0
3455,0.246,0.0
3456,0.264,0.0
3457,0.328,0.086
3458,0.378,0.146
3459,0.354,0.144
3460,0.372,0.15
3461,0.35,0.142
3462,0.37,0.15
3463,0.348,0.144
3464,0.364,0.146
3465,0.346,0.14
3466,0.362,0.146
3467,0.342,0.138
3468,0.36,0.144
3469,0.338,0.134
3470,0.312,0.074
3471,0.244,0.0
3472,0.262,0.0
3473,0.242,0.0
3474,0.26,0.0
3475,0.252,0.0
3476,0.252,0.0
3477,0.264,0.0
3478,0.246,0.0
3479,0.266,0.0
3480,0.248,0.0
3481,0.268,0.0
3482,0.246,0.0
3483,0.264,0.0
3484,0.244,0.0
3485,0.258,0.0
3486,0.242,0.0
3487,0.29,0.0
3488,0.318,0.096
3489,0.336,0.102
3490,0.318,0.098
3491,0.338,0.104
3492,0.318,0.098
3493,0.334,0.104
3494,0.312,0.096
3495,0.322,0.088
3496,0.348,0.106
3497,0.368,0.13
3498,0.346,0.126
3499,0.364,0.134
3500,0.344,0.13
3501,0.362,0.134
3502,0.342,0.13
3503,0.36,0.138
3504,0.34,0.132
3505,0.36,0.136
3506,0.354,0.136
3507,0.348,0.138
3508,0.358,0.14
3509,0.264,0.0
3510,0.264,0.0
3511,0.242,0.0
3512,0.262,0.0
3513,0.242,0.0
3514,0.26,0.0
3515,0.242,0.0
3516,0.26,0.0
3517,0.244,0.0
3518,0.264,0.0
3519,0.244,0.0
3520,0.262,0.0
3521,0.244,0.0
3522,0.264,0.0
3523,0.244,0.0
3524,0.27,0.0
3525,0.342,0.126
3526,0.35,0.128
3527,0.33,0.124
3528,0.35,0.126
3529,0.328,0.118
3530,0.346,0.122
3531,0.414,0.214
3532,0.42,0.228
3533,0.402,0.222
3534,0.45,0.248
3535,0.516,0.362
3536,0.524,0.372
3537,0.52,0.37
3538,0.5,0.362
3539,0.45,0.268
3540,0.422,0.254
3541,0.438,0.26
3542,0.416,0.252
3543,0.432,0.256
3544,0.414,0.254
3545,0.43,0.258
3546,0.408,0.25
3547,0.404,0.222
3548,0.316,0.116
3549,0.29,0.0
3550,0.248,0.0
3551,0.266,0.0
3552,0.242,0.0
3553,0.262,0.0
3554,0.24,0.0
3555,0.26,0.0
3556,0.242,0.0
3557,0.26,0.0
3558,0.242,0.0
3559,0.262,0.0
3560,0.242,0.0
3561,0.262,0.0
3562,0.244,0.0
3563,0.262,0.0
3564,0.246,0.0
3565,0.27,0.0
3566,0.26,0.0
3567,0.26,0.0
3568,0.268,0.0
3569,0.25,0.0
3570,0.264,0.0
3571,0.244,0.0
3572,0.262,0.0
3573,0.29,0.0
3574,0.412,0.17
3575,0.422,0.232
3576,0.44,0.234
3577,0.42,0.23
3578,0.438,0.236
3579,0.418,0.232
3580,0.438,0.232
3581,0.42,0.234
3582,0.416,0.208
3583,0.342,0.124
3584,0.362,0.132
3585,0.342,0.128
3586,0.316,0.068
3587,0.24,0.0
3588,0.258,0.0
3589,0.24,0.0
3590,0.258,0.0
3591,0.24,0.0
3592,0.26,0.0
3593,0.242,0.0
3594,0.264,0.0
3595,0.246,0.0
3596,0.266,0.0
3597,0.256,0.0
3598,0.252,0.0
3599,0.264,0.0
3600,0.246,0.0
3601,0.266,0.0
3602,0.244,0.0
3603,0.258,0.0
3604,0.24,0.0
3605,0.256,0.0
3606,0.236,0.0
3607,0.256,0.0
3608,0.238,0.0
3609,0.26,0.0
3610,0.244,0.0
3611,0.264,0.0
3612,0.316,0.058
3613,0.374,0.13
3614,0.35,0.122
3615,0.368,0.13
3616,0.34,0.122
3617,0.356,0.126
3618,0.336,0.122
3619,0.422,0.196
3620,0.408,0.226
3621,0.426,0.228
3622,0.408,0.226
3623,0.424,0.232
3624,0.406,0.224
3625,0.358,0.13
3626,0.316,0.094
3627,0.308,0.062
3628,0.264,0.0
3629,0.248,0.0
3630,0.264,0.0
3631,0.242,0.0
3632,0.26,0.0
3633,0.24,0.0
3634,0.26,0.0
3635,0.24,0.0
3636,0.26,0.0
3637,0.244,0.0
3638,0.264,0.0
3639,0.246,0.0
3640,0.264,0.0
3641,0.244,0.0
3642,0.262,0.0
3643,0.244,0.0
3644,0.264,0.0
3645,0.244,0.0
3646,0.262,0.0
3647,0.242,0.0
3648,0.262,0.0
3649,0.244,0.0
3650,0.262,0.0
3651,0.37,0.13
3652,0.372,0.132
3653,0.348,0.126
3654,0.366,0.132
3655,0.346,0.122
3656,0.364,0.13
3657,0.348,0.124
3658,0.352,0.12
3659,0.354,0.12
3660,0.402,0.19
3661,0.436,0.238
3662,0.416,0.238
3663,0.434,0.246
3664,0.408,0.198
3665,0.418,0.214
3666,0.4,0.208
3667,0.42,0.216
3668,0.4,0.214
3669,0.418,0.218
3670,0.396,0.214
3671,0.412,0.214
3672,0.354,0.154
3673,0.338,0.108
3674,0.318,0.102
3675,0.336,0.106
3676,0.32,0.108
3677,0.34,0.118
3678,0.32,0.114
3679,0.338,0.118
3680,0.316,0.108
3681,0.328,0.112
3682,0.31,0.11
3683,0.428,0.146
3684,1.484,0.096
3685,5.244,0.0
3686,4.856,0.0
3687,4.862,0.0
3688,2.636,0.0
3689,1.344,0.068
3690,1.402,0.142
3691,1.396,0.146
3692,2.35,0.18
3693,2.516,0.17
3694,1.234,0.154
3695,1.31,0.152
3696,1.372,0.152
3697,1.37,0.148
3698,0.782,0.142
3699,0.784,0.142
3700,0.764,0.132
3701,0.772,0.134
3702,0.658,0.102
3703,0.566,0.0
3704,0.652,0.1
3705,0.634,0.108
3706,0.636,0.108
3707,0.636,0.104
3708,0.638,0.102
3709,0.634,0.112
3710,0.634,0.112
3711,0.628,0.11
3712,0.646,0.112
3713,0.584,0.0
3714,0.582,0.0
3715,0.576,0.0
3716,0.566,0.0
3717,0.562,0.0
3718,0.572,0.0
3719,0.564,0.0
3720,0.578,0.0
3721,0.588,0.0
3722,0.592,0.0
3723,0.582,0.0
3724,0.614,0.0
3725,0.648,0.0
3726,0.648,0.0
3727,1.3,0.08
3728,1.976,0.344
3729,1.922,0.304
3730,1.648,0.148
3731,2.586,0.144
3732,3.068,0.138
3733,3.05,0.136
3734,3.032,0.136
3735,3.052,0.14
3736,3.21,0.136
3737,3.194,0.126
3738,3.104,0.114
3739,3.288,0.108
3740,3.284,0.106
3741,3.408,0.0
3742,3.594,0.0
3743,3.518,0.0
3744,2.99,0.0
3745,3.278,0.0
3746,4.034,0.0
3747,3.022,0.082
3748,2.924,0.154
3749,3.074,0.154
3750,2.92,0.132
3751,2.876,0.132
3752,2.884,0.13
3753,2.85,0.13
3754,2.83,0.128
3755,2.808,0.096
3756,2.724,0.0
3757,2.914,0.0
3758,3.108,0.17
3759,3.138,0.212
3760,3.084,0.142
3761,1.932,0.0
3762,2.306,0.0
3763,3.962,0.0
3764,3.948,0.0
3765,4.214,0.0
3766,4.32,0.114
3767,4.308,0.116
3768,4.266,0.112
3769,4.348,0.118
3770,4.352,0.12
3771,4.358,0.12
3772,4.372,0.122
3773,4.286,0.126
3774,3.848,0.134
3775,1.96,0.152
3776,1.976,0.152
3777,2.508,0.174
3778,1.936,0.192
3779,1.864,0.158
3780,1.816,0.0
3781,1.848,0.0
3782,1.898,0.0
3783,2.02,0.0
3784,1.872,0.066
3785,1.834,0.068
3786,1.796,0.0
3787,1.828,0.0
3788,1.58,0.0
3789,1.566,0.0
3790,1.408,0.05
3791,1.818,0.214
3792,1.724,0.148
3793,1.648,0.148
3794,1.726,0.172
3795,1.73,0.166
3796,3.864,0.226
3797,3.94,0.176
3798,4.04,0.216
3799,5.808,0.156
3800,5.354,0.106
3801,5.47,0.09
3802,5.536,0.094
3803,6.662,0.068
3804,7.828,0.182
3805,7.84,0.188
3806,7.818,0.202
3807,7.816,0.184
3808,6.498,0.238
3809,5.768,0.228
3810,5.774,0.222
3811,6.964,0.188
3812,7.746,0.194
3813,6.78,0.198
3814,5.814,0.256
3815,4.978,0.23
3816,5.024,0.238
3817,5.994,0.208
3818,5.828,0.164
3819,5.68,0.124
3820,5.494,0.124
3821,4.674,0.104
3822,5.698,0.098
3823,5.668,0.0
3824,3.542,0.0
3825,2.944,0.072
3826,3.492,0.046
3827,2.944,0.0
3828,2.064,0.066
3829,2.514,0.088
3830,2.242,0.114
3831,1.492,0.11
3832,2.642,0.17
3833,2.53,0.184
3834,1.77,0.212
3835,2.642,0.186
3836,2.732,0.204
3837,1.112,0.144
3838,2.3,0.0
3839,1.864,0.0
3840,2.018,0.0
3841,1.182,0.0
3842,2.494,0.11
3843,1.412,0.14
3844,0.676,0.174
3845,0.848,0.14
3846,0.546,0.17
3847,0.506,0.144
3848,0.55,0.172
3849,0.514,0.15
3850,0.54,0.18
3851,0.514,0.158
3852,0.524,0.176
3853,0.428,0.134
3854,0.33,0.11
3855,0.35,0.116
3856,0.268,0.0
3857,0.246,0.0
3858,0.226,0.0
3859,0.252,0.0
3860,0.232,0.0
3861,0.25,0.0
3862,0.23,0.0
3863,0.244,0.0
3864,0.228,0.0
3865,0.25,0.0
3866,0.238,0.0
3867,0.302,0.0
3868,0.32,0.086
3869,0.302,0.084
3870,0.326,0.086
3871,0.308,0.082
3872,0.326,0.088
3873,0.302,0.082
3874,0.316,0.088
3875,0.298,0.082
3876,0.308,0.078
3877,0.222,0.0
3878,0.244,0.0
3879,0.23,0.0
3880,0.324,0.064
3881,0.332,0.108
3882,0.344,0.108
3883,0.324,0.1
3884,0.34,0.104
3885,0.316,0.092
3886,0.332,0.094
3887,0.312,0.088
3888,0.33,0.096
3889,0.316,0.102
3890,0.334,0.11
3891,0.316,0.104
3892,0.338,0.114
3893,0.32,0.114
3894,0.302,0.064
3895,0.222,0.0
3896,0.242,0.0
3897,0.234,0.0
3898,0.23,0.0
3899,0.244,0.0
3900,0.224,0.0
3901,0.244,0.0
3902,0.224,0.0
3903,0.244,0.0
3904,0.226,0.0
3905,0.244,0.0
3906,0.316,0.086
3907,0.41,0.204
3908,0.392,0.22
3909,0.408,0.23
3910,0.39,0.222
3911,0.41,0.232
3912,0.386,0.218
3913,0.598,0.298
3914,0.58,0.272
3915,0.546,0.222
3916,0.51,0.168
3917,0.524,0.196
3918,0.56,0.224
3919,0.63,0.328
3920,0.612,0.308
3921,0.422,0.252
3922,1.492,0.23
3923,1.224,0.248
3924,0.566,0.234
3925,0.566,0.228
3926,0.586,0.238
3927,0.566,0.234
3928,0.584,0.24
3929,0.566,0.238
3930,0.56,0.232
3931,0.55,0.216
3932,0.458,0.066
3933,0.394,0.0
3934,0.392,0.0
3935,0.4,0.0
3936,1.476,0.0
3937,2.41,0.0
3938,1.942,0.0
3939,2.452,0.0
3940,1.93,0.0
3941,3.734,0.0
3942,4.602,0.0
3943,4.698,0.0
3944,4.702,0.0
3945,4.702,0.08
3946,4.66,0.084
3947,4.618,0.072
3948,4.668,0.086
3949,4.542,0.078
3950,1.696,0.108
3951,1.872,0.084
3952,2.404,0.114
3953,2.226,0.098
3954,1.246,0.06
3955,2.412,0.0
3956,1.852,0.0
3957,1.808,0.142
3958,2.564,0.154
3959,1.558,0.196
3960,2.158,0.196
3961,2.308,0.154
3962,1.364,0.168
3963,2.56,0.142
3964,1.798,0.152
3965,1.95,0.148
3966,2.4,0.172
3967,1.596,0.238
3968,2.692,0.214
3969,1.838,0.226
3970,2.25,0.19
3971,2.072,0.08
3972,1.488,0.0
3973,2.392,0.0
3974,1.342,0.0
3975,2.088,0.0
3976,1.644,0.0
3977,1.78,0.0
3978,1.876,0.0
3979,1.536,0.0
3980,2.38,0.0
3981,1.268,0.0
3982,2.162,0.0
3983,1.766,0.13
3984,1.828,0.134
3985,2.162,0.14
3986,1.436,0.138
3987,2.484,0.136
3988,1.368,0.14
3989,2.216,0.142
3990,1.636,0.132
3991,1.848,0.134
3992,1.894,0.0
3993,1.492,0.06
3994,1.516,0.046
3995,2.302,0.146
3996,1.11,0.158
3997,2.488,0.162
3998,1.324,0.154
3999,2.056,0.164
4000,1.438,0.192
4001,0.61,0.32
4002,0.566,0.294
4003,0.606,0.318
4004,0.578,0.292
4005,0.586,0.306
4006,0.572,0.28
4007,0.586,0.302
4008,0.484,0.254
4009,0.296,0.112
4010,0.314,0.118
4011,0.29,0.116
4012,0.308,0.12
4013,0.288,0.116
4014,0.304,0.118
4015,0.284,0.112
4016,0.302,0.116
4017,0.282,0.112
4018,0.302,0.118
4019,0.282,0.116
4020,0.3,0.12
4021,0.284,0.116
4022,0.382,0.22
4023,0.378,0.224
4024,0.362,0.218
4025,0.38,0.224
4026,0.352,0.218
4027,0.368,0.224
4028,0.34,0.202
4029,0.294,0.098
4030,0.252,0.06
4031,0.22,0.0
4032,0.202,0.0
4033,0.284,0.052
4034,0.314,0.122
4035,0.33,0.128
4036,0.308,0.124
4037,0.33,0.132
4038,0.314,0.13
4039,0.332,0.134
4040,0.304,0.126
4041,0.32,0.13
4042,0.3,0.124
4043,0.32,0.132
4044,0.3,0.126
4045,0.32,0.136
4046,0.3,0.13
4047,0.246,0.0
4048,0.204,0.0
4049,0.224,0.0
4050,0.206,0.0
4051,0.224,0.0
4052,0.216,0.0
4053,0.224,0.0
4054,0.232,0.0
4055,0.204,0.0
4056,0.224,0.0
4057,0.206,0.0
4058,0.224,0.0
4059,0.204,0.0
4060,0.224,0.0
4061,0.25,0.0
4062,0.3,0.102
4063,0.28,0.092
4064,0.298,0.094
4065,0.278,0.088
4066,0.296,0.094
4067,0.278,0.092
4068,0.498,0.172
4069,0.484,0.152
4070,0.436,0.09
4071,0.43,0.06
4072,0.534,0.206
4073,0.526,0.198
4074,0.53,0.21
4075,0.518,0.194
4076,0.326,0.136
4077,0.322,0.132
4078,0.308,0.13
4079,0.322,0.132
4080,0.302,0.126
4081,0.318,0.13
4082,0.304,0.13
4083,0.326,0.134
4084,0.306,0.126
4085,0.284,0.078
4086,0.204,0.0
4087,0.222,0.0
4088,0.202,0.0
4089,0.22,0.0
4090,0.202,0.0
4091,0.222,0.0
4092,0.202,0.0
4093,0.222,0.0
4094,0.202,0.0
4095,0.222,0.0
4096,0.204,0.0
4097,0.224,0.0
4098,0.208,0.0
4099,0.23,0.0
4100,0.208,0.0
4101,0.268,0.0
4102,0.28,0.094
4103,0.3,0.1
4104,0.282,0.094
4105,0.304,0.108
4106,0.294,0.11
4107,0.296,0.112
4108,0.3,0.11
4109,0.282,0.104
4110,0.358,0.154
4111,0.318,0.136
4112,0.334,0.14
4113,0.318,0.13
4114,0.338,0.14
4115,0.316,0.134
4116,0.334,0.142
4117,0.314,0.136
4118,0.326,0.144
4119,0.308,0.142
4120,0.324,0.146
4121,0.344,0.172
4122,0.408,0.268
4123,0.372,0.24
4124,0.314,0.132
4125,0.294,0.122
4126,0.314,0.13
4127,0.298,0.128
4128,0.322,0.132
4129,0.302,0.128
4130,0.32,0.132
4131,0.3,0.128
4132,0.318,0.128
4133,0.298,0.126
4134,0.316,0.132
4135,0.29,0.124
4136,0.308,0.134
4137,0.296,0.128
4138,0.296,0.13
4139,0.306,0.134
4140,0.286,0.128
4141,0.304,0.132
4142,0.37,0.226
4143,0.388,0.248
4144,0.368,0.238
4145,0.388,0.248
4146,0.334,0.182
4147,0.312,0.12
4148,0.372,0.2
4149,0.422,0.262
4150,0.376,0.228
4151,0.336,0.154
4152,0.314,0.146
4153,0.332,0.154
4154,0.308,0.134
4155,0.326,0.142
4156,0.306,0.138
4157,0.326,0.142
4158,0.312,0.14
4159,0.334,0.152
4160,0.312,0.146
4161,0.334,0.156
4162,0.238,0.0
4163,0.236,0.0
4164,0.216,0.0
4165,0.228,0.0
4166,0.21,0.0
4167,0.23,0.0
4168,0.224,0.0
4169,0.218,0.0
4170,0.232,0.0
4171,0.212,0.0
4172,0.232,0.0
4173,0.218,0.0
4174,0.236,0.0
4175,0.216,0.0
4176,0.234,0.0
4177,0.216,0.0
4178,0.236,0.0
4179,0.21,0.0
4180,0.228,0.0
4181,0.21,0.0
4182,0.284,0.06
4183,0.286,0.108
4184,0.308,0.118
4185,0.29,0.114
4186,0.354,0.16
4187,0.39,0.23
4188,0.408,0.234
4189,0.384,0.222
4190,0.394,0.214
4191,0.312,0.118
4192,0.314,0.102
4193,0.29,0.1
4194,0.308,0.106
4195,0.288,0.102
4196,0.306,0.106
4197,0.29,0.104
4198,0.304,0.108
4199,0.304,0.108
4200,0.256,0.056
4201,0.212,0.0
4202,0.196,0.0
4203,0.22,0.0
4204,0.2,0.0
4205,0.22,0.0
4206,0.2,0.0
4207,0.218,0.0
4208,0.198,0.0
4209,0.212,0.0
4210,0.194,0.0
4211,0.214,0.0
4212,0.196,0.0
4213,0.218,0.0
4214,0.202,0.0
4215,0.216,0.0
4216,0.198,0.0
4217,0.222,0.0
4218,0.208,0.0
4219,0.23,0.0
4220,0.21,0.0
4221,0.23,0.0
4222,0.252,0.0
4223,0.406,0.068
4224,0.39,0.09
4225,0.522,0.224
4226,0.426,0.222
4227,0.398,0.224
4228,0.388,0.228
4229,0.74,0.236
4230,1.53,0.228
4231,1.494,0.222
4232,1.44,0.138
4233,1.406,0.116
4234,1.432,0.126
4235,1.438,0.132
4236,1.436,0.128
4237,1.404,0.12
4238,1.422,0.122
4239,1.314,0.0
4240,1.326,0.0
4241,1.298,0.0
4242,1.302,0.0
4243,1.292,0.0
4244,1.316,0.0
4245,1.296,0.0
4246,1.314,0.0
4247,1.364,0.066
4248,1.402,0.11
4249,1.386,0.106
4250,1.41,0.112
4251,1.374,0.1
4252,1.392,0.106
4253,1.376,0.102
4254,1.4,0.108
4255,1.37,0.102
4256,1.378,0.102
4257,1.35,0.094
4258,1.374,0.102
4259,1.368,0.1
4260,1.362,0.1
4261,1.37,0.102
4262,1.35,0.096
4263,1.462,0.196
4264,1.532,0.306
4265,1.558,0.344
4266,1.552,0.346
4267,1.572,0.354
4268,1.548,0.348
4269,1.57,0.356
4270,1.546,0.352
4271,1.538,0.34
4272,1.45,0.218
4273,1.416,0.148
4274,1.376,0.112
4275,1.394,0.116
4276,1.38,0.114
4277,1.32,0.0
4278,1.294,0.0
4279,1.36,0.0
4280,1.294,0.0
4281,1.376,0.0
4282,1.354,0.0
4283,1.324,0.0
4284,1.306,0.0
4285,1.31,0.0
4286,1.29,0.0
4287,1.306,0.0
4288,1.27,0.0
4289,1.298,0.0
4290,1.28,0.0
4291,1.276,0.0
4292,1.302,0.0
4293,1.292,0.0
4294,1.306,0.0
4295,1.282,0.0
4296,1.284,0.0
4297,1.268,0.0
4298,1.292,0.0
4299,1.274,0.0
4300,1.292,0.0
4301,1.314,0.0
4302,1.384,0.106
4303,1.358,0.1
4304,1.374,0.104
4305,1.394,0.144
4306,1.426,0.198
4307,1.424,0.2
4308,1.552,0.202
4309,1.544,0.202
4310,1.55,0.208
4311,1.53,0.202
4312,1.54,0.204
4313,1.512,0.198
4314,1.504,0.162
4315,1.53,0.0
4316,1.692,0.0
4317,1.448,0.0
4318,1.504,0.0
4319,1.622,0.0
4320,1.612,0.0
4321,1.446,0.0
4322,1.432,0.0
4323,1.446,0.0
4324,1.422,0.0
4325,1.436,0.0
4326,1.562,0.0
4327,1.56,0.0
4328,1.692,0.0
4329,1.988,0.0
4330,2.274,0.0
4331,2.292,0.0
4332,2.268,0.0
4333,2.294,0.0
4334,2.264,0.0
4335,2.276,0.0
4336,2.258,0.0
4337,2.276,0.0
4338,2.264,0.0
4339,2.332,0.0
4340,2.276,0.092
4341,2.112,0.1
4342,2.1,0.096
4343,2.146,0.11
4344,2.09,0.096
4345,3.036,0.34
4346,3.588,0.474
4347,3.704,0.538
4348,3.628,0.564
4349,3.628,0.564
4350,3.624,0.552
4351,3.726,0.556
4352,3.762,0.562
4353,3.996,0.606
4354,3.798,0.422
4355,3.904,0.416
4356,3.85,0.348
4357,2.36,0.0
4358,2.306,0.0
4359,2.292,0.0
4360,2.322,0.0
4361,2.352,0.0
4362,2.448,0.0
4363,2.502,0.0
4364,2.368,0.0
4365,2.542,0.0
4366,2.814,0.0
4367,2.822,0.0
4368,2.918,0.0
4369,2.638,0.0
4370,2.744,0.0
4371,2.734,0.0
4372,2.764,0.0
4373,2.656,0.0
4374,2.694,0.084
4375,3.696,0.14
4376,2.948,0.23
4377,2.654,0.29
4378,2.364,0.384
4379,2.248,0.376
4380,2.068,0.388
4381,1.612,0.356
4382,1.988,0.238
4383,1.872,0.216
4384,1.818,0.214
4385,1.842,0.238
4386,2.242,0.376
4387,2.294,0.21
4388,2.282,0.274
4389,2.138,0.316
4390,2.126,0.314
4391,2.112,0.262
4392,2.034,0.184
4393,2.04,0.186
4394,2.004,0.178
4395,2.088,0.178
4396,2.11,0.174
4397,1.944,0.084
4398,1.92,0.074
4399,1.928,0.074
4400,1.93,0.076
4401,1.906,0.0
4402,1.802,0.0
4403,1.824,0.0
4404,1.844,0.0
4405,1.85,0.0
4406,1.836,0.0
4407,1.854,0.0
4408,1.828,0.0
4409,1.848,0.0
4410,1.836,0.0
4411,1.854,0.0
4412,1.854,0.0
4413,1.834,0.0
4414,1.886,0.0
4415,1.862,0.0
4416,1.986,0.084
4417,1.97,0.092
4418,1.97,0.092
4419,1.952,0.088
4420,1.99,0.144
4421,2.046,0.292
4422,1.956,0.156
4423,1.842,0.092
4424,2.38,0.134
4425,2.072,0.092
4426,2.054,0.102
4427,1.548,0.094
4428,1.476,0.104
4429,1.356,0.084
4430,1.398,0.082
4431,1.354,0.072
4432,1.374,0.078
4433,1.362,0.074
4434,1.35,0.072
4435,1.338,0.07
4436,1.34,0.07
4437,1.368,0.068
4438,2.048,0.106
4439,2.41,0.056
4440,2.218,0.0
4441,2.36,0.0
4442,2.364,0.0
4443,2.36,0.0
4444,2.37,0.0
4445,2.38,0.0
4446,2.356,0.0
4447,2.354,0.0
4448,2.364,0.0
4449,2.368,0.0
4450,2.364,0.0
4451,2.362,0.0
4452,2.374,0.0
4453,2.372,0.0
4454,2.486,0.126
4455,2.498,0.15
4456,1.888,0.1
4457,1.544,0.098
4458,1.528,0.094
4459,1.488,0.098
4460,1.336,0.098
4461,1.34,0.096
4462,1.344,0.098
4463,1.332,0.094
4464,1.336,0.094
4465,1.342,0.098
4466,1.34,0.098
4467,1.344,0.102
4468,1.416,0.0
4469,1.42,0.0
4470,1.28,0.0
4471,1.278,0.0
4472,1.688,0.064
4473,1.948,0.064
4474,1.984,0.094
4475,2.324,0.27
4476,2.122,0.126
4477,1.904,0.12
4478,2.144,0.162
4479,2.166,0.166
4480,2.004,0.172
4481,1.898,0.138
4482,1.626,0.0
4483,1.784,0.0
4484,3.466,0.0
4485,2.922,0.05
4486,3.324,0.0
4487,2.51,0.054
4488,2.714,0.0
4489,2.788,0.054
4490,3.366,0.0
4491,3.532,0.0
4492,4.144,0.222
4493,4.142,0.168
4494,4.186,0.184
4495,5.342,0.406
4496,5.586,0.424
4497,4.166,0.172
4498,4.216,0.232
